data,label
C:\Users\piotr\Python\rehabnet\dataset\c6490533.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\d472fa7a.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\7636ac27.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\e0ba7544.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\70418579.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\2b1cba05.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\b00c8148.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\394b513a.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\d293cc7a.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\c7bdf069.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\d80f41dc.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8c9b0d15.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\0fd8e1af.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\709b78d5.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\75768d1e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7b365b51.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\83f261c7.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\d535e225.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\a1a84117.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\0b57f476.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\2ed02c78.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\9926700b.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\3bcad376.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\4aadca45.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\eb7e1983.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\be5c64dd.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\3d3e291e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\612fb760.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\af8e3003.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\66666841.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\ae378922.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\2949151e.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\6d176ae1.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\3347e914.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\dc6105aa.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\e42f317e.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\cb8b598a.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\43f0d4c1.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\7804e76f.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\e3d82d06.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\0cd4da2c.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\0226eb9e.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\7393c19d.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\88d5caf2.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\f2c8a96f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\fbcef603.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\983cd89f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\44404654.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\b8e776f7.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\52308f0a.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\2d9f0e27.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\d5d67efe.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\cae67109.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\aada9043.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\b74c866a.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\37a364f2.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\4f3b32e5.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\f310f3ed.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\598124af.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\83ac2dc0.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4190a4fb.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c4a83e4f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\9acaf78e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\6df2b495.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\adbf6371.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\19d36a95.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\f66566df.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\92952984.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\66d01b81.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\f010d18d.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\17eec462.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\564d633c.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\5e6101a4.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\1dad189a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7a099bd1.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\19ad1eed.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\410ad068.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\fb5a29dc.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\a95e5c78.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\3dd4a13f.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\1e5b107d.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\d060adad.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\155a7804.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\8e1d3963.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\0ae71c25.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\02c156ec.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\a7cb220a.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\f83a6140.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\26b6e1b9.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\9c8272c6.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\19beb205.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\24a6b45c.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\1f509b1a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e0a9a0f3.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\808aaadb.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\1b782a22.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\e2a13727.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\41795e11.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\c6427b29.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\3cfebf5c.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\59d8dde4.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\ef2aff7f.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\e2b9fb3f.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\6875a95c.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\7e95e5be.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\eacc3b19.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\3f8208a1.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\a02a2e0c.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\cd24c7b5.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\f831427c.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c1097858.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\05990ba3.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\39bd5df8.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\d17ad9dc.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\97385fe2.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\d63ce833.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\360130a2.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\a93eee76.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\9d75f805.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\d06fe88d.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\8948d919.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\6dc750dd.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\b93bf5be.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\57bada8b.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\b39efa92.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\909883c9.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\428be36d.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\ea4b937f.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\80508d5f.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\73889c79.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\70d5bc96.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\5378734a.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\d1ad0534.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\8e384884.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\f000a1d0.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\874cdcdf.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\b92225a7.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\18b4a124.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\d4f4a6b4.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4069a58d.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\240b8481.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\3482c96f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\2608a834.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\224b2372.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\cc5f9c2a.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\e982fc38.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\27ac3eae.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\966a87fd.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\fb0747a6.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\f519ca4f.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\afb9de58.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\1a825785.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\5d49cecf.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\5d2a96f1.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\fe90bc5d.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e47db120.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\eea58523.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\de94f9eb.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\2b69ad9b.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\9f91c7b0.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\2da435fa.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\0d0e2f88.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\0382f4ce.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\9104c339.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\6b65050d.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\2e85fdff.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\c4db9cc3.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\80267ca2.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\6f60892d.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\fb23fada.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\5918ce10.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\cb6bddbf.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\d109bda5.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\88c5bc2b.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\e61c0982.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\dc2f0e42.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\194f830d.npy,FH
C:\Users\piotr\Python\rehabnet\dataset\a60da7fd.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\1784c542.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e8b19d38.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4de144c3.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\f2454bab.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\bd21ae18.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\fc51202b.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\0f30a576.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\a96cd2e3.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\63bb2f8d.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\7abe3642.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\1eadb2e6.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\ac4e941b.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\793749f2.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\c79f81d2.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\ac97fa09.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\de2cba72.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e7bedac0.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\616d0aff.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\0744bb81.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\19118452.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\46ac3e47.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\c08cfa68.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\6a2148c3.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\f1283a48.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\f4d112d0.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\61ab1b95.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\1d839ce8.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\948ea1c6.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\7a749f9d.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\595b32ca.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\8f1d5560.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\5460dc9c.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\dca104d4.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\615e9e4f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\db425e57.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\765321f4.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\31416c40.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\4800c3b7.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\8d523317.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\f64ac549.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\8202b5d7.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\0fcf37d2.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\a637d002.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\907811ec.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\1705fa38.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\5d7fa54d.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\e324dd02.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\3d01181b.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\cbe72340.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4a80ac51.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\76e2ee35.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e82ecc02.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\d8792060.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\6cfac3e8.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\13e86871.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\4157963c.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\43611b3b.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\0369b758.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\761afc1c.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\5db63ce6.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\9ae8b023.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\3276f340.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c9aeb659.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\06e14715.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e60c7994.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\d0187366.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8f533a57.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\1d9229f3.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\12fdc381.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\e4eac9eb.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\b90f79e8.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\72952335.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\95456293.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\c935a62d.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\39eca168.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\35c20067.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\4baa94ea.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\5cd395b6.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\cc5ff6ba.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\29e92461.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\ee1a1621.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\91471b57.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\6dd78a86.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\36b32a07.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\a0aa70a6.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\ed7d879b.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\db88236a.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\4de6bdfa.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\78bd01e9.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\e4eda138.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\1e097462.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\66331619.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\ff6ddb2f.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\a4534fd8.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\1668e396.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\efe1adac.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4efbacd2.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\dd7b2e68.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\d0aeaa24.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\566a44f3.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\a2fdb08f.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\2de5a4a0.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\9562a797.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\0521cfe1.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\3bad03e2.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\c4d2358e.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\6acfe491.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\6f22cc10.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\e067b0df.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\fbe4db71.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\a9152c79.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\b5a28193.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\1a53ab2a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\2ebe7b32.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8f23a6b1.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\e388e0dc.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\28842e25.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\f01f594e.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\89c610a9.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\c3a12a2e.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\325fef22.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\c39af3bb.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\4aa5b3cc.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\61500092.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\f1265c3e.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\7018a22f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\f63d7e68.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\2b843d05.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\92fd3475.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\37683e63.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\0e5de61e.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\cbdcccb9.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\1dfa79c9.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\e0ec7aff.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\01104c67.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\8f1e2d15.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\74e6497d.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\e17d0c89.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\0ef1df2a.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\c1974cad.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\53fde06a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\68ac6fb7.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\82c1d427.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8046ea34.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\79e91ee6.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\885c9a96.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\5bc13f5e.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\2d2eaaa3.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\e4300f39.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\39d062fd.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\e0e83bd6.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\5cdd3611.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\3526a224.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\3175b571.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\69507e41.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\96ef1f77.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\b8006688.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7ace12cb.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\3e719683.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4cb044c4.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\d0ee7386.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c1c346f2.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\754e78f3.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\371a4cc4.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\31de3a5a.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\0a99dfc8.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\016505f8.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\619a5ad7.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\9b8796e7.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\d20fafc6.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\f266485a.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\c79a92ff.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\3116311d.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\89cfc5db.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8b88c8fd.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\de607097.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\d884f1f2.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\6ef11290.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\07bbfddd.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\8f44a104.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\4f843fe9.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\90576707.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\4bd63e99.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\48f62033.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\d502dcb5.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\fa1bf25d.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\f5b80921.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\36b3bd47.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\bb1cda15.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\d5d20027.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\886b0acf.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c7d6665f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\23f861a5.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\07a7281b.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\5d36d85c.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\eeb64c1d.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\2286ab3c.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\77c834eb.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\53194486.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\333528cb.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\6219eee3.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\5e26d814.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\0c7d2caa.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\340f05db.npy,FS
C:\Users\piotr\Python\rehabnet\dataset\d9483cd9.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\1a536013.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\fce688a4.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\470bc935.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\2be92b76.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c63a02f6.npy,FS
